MOLD,1
NOMOLD,0
NOMOLD,0
MOLD,1
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
MOLD,1
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
MOLD,1
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
MOLD,1
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
MOLD,1
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
MOLD,1
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
NOMOLD,0
